Location,Year,Distance,Stroke,Relay?,Gender,Team,Athlete,Results,Rank,Experience,Previous_Best,Previous_Average
Tokyo,2020,800.0,Freestyle,0,Women,ITA,Simona Quadarella,498.35,3,0.0,,
Tokyo,2020,1500.0,Freestyle,0,Women,ITA,Simona Quadarella,953.97,4,0.0,,
Rio,2016,50.0,Freestyle,0,Men,LTU,Simonas Bilis,22.08,4,0.0,,
Rio,2016,50.0,Freestyle,0,Women,USA,Simone Manuel,24.09,2,0.0,,
Rio,2016,100.0,Freestyle,0,Women,USA,Simone Manuel,52.7,1,0.0,,
Barcelona,1992,50.0,Freestyle,0,Women,GER,Simone Osygus,25.74,4,0.0,,
Barcelona,1992,100.0,Freestyle,0,Women,GER,Simone Osygus,55.93,4,0.0,,
London,2012,200.0,Backstroke,0,Women,CAN,Sinead Russell,129.86,4,0.0,,
Tokyo,2020,100.0,Freestyle,0,Women,HKG,Siobhan Bernadette Haughey,52.27,2,0.0,,
Tokyo,2020,200.0,Freestyle,0,Women,HKG,Siobhan Bernadette Haughey,113.92,2,0.0,,
Rio,2016,200.0,Individual medley,0,Women,GBR,Siobhan-Marie Oconnor,126.88,2,0.0,,
Athens,2004,200.0,Freestyle,0,Women,FRA,Solenne Figues,118.45,3,0.0,,
Moscow,1980,400.0,Individual medley,0,Women,BUL,Sonia Dangalakova,289.25,4,0.0,,
Angeles,1984,200.0,Butterfly,0,Women,AUT,Sonja Hausladen,135.38,4,0.0,,
Tokyo,2020,100.0,Breaststroke,0,Women,SWE,Sophie Hansson,66.069999,4,0.0,,
Athens,2004,400.0,Freestyle,0,Men,GRE,Spyridon Gianniotis,228.77,4,0.0,,
Athens,2004,1500.0,Freestyle,0,Men,GRE,Spyridon Gianniotis,903.69,4,0.0,,
Atlanta,1996,100.0,Breaststroke,0,Men,RUS,Stanislav Lopukhov,62.13,4,0.0,,
Athens,2004,200.0,Backstroke,0,Women,RUS,Stanislava Komarova,129.72,2,0.0,,
Barcelona,1992,200.0,Backstroke,0,Men,BEL,Stefaan Maene,120.91,4,0.0,,
Athens,2004,50.0,Freestyle,0,Men,SWE,Stefan Nystrand,22.08,4,0.0,,
Beijing,2008,50.0,Freestyle,0,Men,SWE,Stefan Nystrand,21.72,4,1.0,22.08,22.08
Beijing,2008,100.0,Freestyle,0,Men,SWE,Stefan Nystrand,48.33,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Men,FRG,Stefan Pfeiffer,232.91,4,0.0,,
Seoul,1988,400.0,Freestyle,0,Men,FRG,Stefan Pfeiffer,229.96,4,1.0,232.91,232.91
Barcelona,1992,400.0,Freestyle,0,Men,GER,Stefan Pfeiffer,229.75,4,2.0,229.96,231.435
Angeles,1984,1500.0,Freestyle,0,Men,FRG,Stefan Pfeiffer,912.11,3,0.0,,
Seoul,1988,1500.0,Freestyle,0,Men,FRG,Stefan Pfeiffer,902.69,2,1.0,912.11,912.11
Barcelona,1992,1500.0,Freestyle,0,Men,GER,Stefan Pfeiffer,904.28,4,2.0,902.69,907.4000000000001
Seoul,1988,50.0,Freestyle,0,Men,SUI,Stefan Volery,22.84,4,0.0,,
Barcelona,1992,200.0,Backstroke,0,Men,ITA,Stefano Battistelli,119.4,3,0.0,,
Seoul,1988,400.0,Individual medley,0,Men,ITA,Stefano Battistelli,258.01,3,0.0,,
Angeles,1984,1500.0,Freestyle,0,Men,ITA,Stefano Grandi,928.58,4,0.0,,
London,2012,100.0,Butterfly,0,Men,GER,Steffen Deibler,51.81,4,0.0,,
Sydney,2000,100.0,Backstroke,0,Men,GER,Steffen Driesen,55.27,4,0.0,,
Athens,2004,100.0,Backstroke,0,Men,GER,Steffen Driesen,54.63,4,1.0,55.27,55.27
Seoul,1988,200.0,Freestyle,0,Men,GDR,Steffen Zesner,108.77,4,0.0,,
Barcelona,1992,200.0,Freestyle,0,Men,GER,Steffen Zesner,108.84,4,1.0,108.77,108.77
Seoul,1988,200.0,Butterfly,0,Women,ROU,Stela Marion Pura,131.28,4,0.0,,
Tokyo,1964,200.0,Breaststroke,0,Women,GBR,Stella Marian M. Mitchell,169.0,4,0.0,,
Angeles,1984,100.0,Freestyle,0,Men,FRA,Stephan Caron,50.7,4,0.0,,
Seoul,1988,100.0,Freestyle,0,Men,FRA,Stephan Caron,49.62,3,1.0,50.7,50.7
Barcelona,1992,100.0,Freestyle,0,Men,FRA,Stephan Caron,49.5,3,2.0,49.62,50.16
Seoul,1988,200.0,Freestyle,0,Women,FRG,Stephanie Ortwig,120.73,4,0.0,,
Seoul,1988,400.0,Freestyle,0,Women,FRG,Stephanie Ortwig,253.05,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Women,AUS,Stephanie Rice,128.449999,1,0.0,,
London,2012,200.0,Individual medley,0,Women,AUS,Stephanie Rice,129.55,4,1.0,128.449999,128.449999
Beijing,2008,400.0,Individual medley,0,Women,AUS,Stephanie Rice,269.45,1,0.0,,
London,2012,400.0,Individual medley,0,Women,AUS,Stephanie Rice,275.49,4,1.0,269.45,269.45
Montreal,1976,400.0,Freestyle,0,Men,CAN,Stephen Badger,260.829999,4,0.0,,
Atlanta,1996,100.0,Butterfly,0,Men,CAN,Stephen Clarke,53.33,4,0.0,,
Montreal,1976,400.0,Freestyle,0,Men,AUS,Stephen Holland,237.59,4,0.0,,
Montreal,1976,1500.0,Freestyle,0,Men,AUS,Stephen Holland,904.66,3,0.0,,
Moscow,1980,200.0,Butterfly,0,Men,GBR,Stephen Poulter,122.93,4,0.0,,
Angeles,1984,400.0,Individual medley,0,Men,GBR,Stephen Poulter,265.8,4,0.0,,
Sydney,2000,100.0,Backstroke,0,Men,GER,Stev Theloke,54.82,3,0.0,,
Sydney,2000,200.0,Butterfly,0,Men,GBR,Steve Parry,117.009999,4,0.0,,
Athens,2004,200.0,Butterfly,0,Men,GBR,Steve Parry,115.52,3,1.0,117.009999,117.009999
Munich,1972,200.0,Individual medley,0,Men,USA,Steven Charles Furniss,128.449999,3,0.0,,
Munich,1972,400.0,Individual medley,0,Men,USA,Steven Charles Furniss,275.44,4,0.0,,
Montreal,1976,400.0,Individual medley,0,Men,USA,Steven Charles Furniss,269.23,4,1.0,275.44,275.44
Montreal,1976,200.0,Butterfly,0,Men,USA,Steven Garrett Gregg,119.539999,2,0.0,,
Angeles,1984,100.0,Breaststroke,0,Men,USA,Steven K. Lundquist,61.65,1,0.0,,
Angeles,1984,200.0,Individual medley,0,Men,USA,Steven K. Lundquist,124.91,4,0.0,,
Antwerp,1920,100.0,Backstroke,0,Men,USA,Stubby Kruger,,5,0.0,,
Tokyo,1964,1500.0,Freestyle,0,Men,JPN,Sueaki Sasaki,1045.3,4,0.0,,
Sydney,2000,50.0,Freestyle,0,Women,JPN,Sumika Minamoto,25.65,4,0.0,,
Sydney,2000,100.0,Freestyle,0,Women,JPN,Sumika Minamoto,55.53,4,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,CAN,Summer Mcintosh,242.42,4,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,CAN,Summer Mcintosh,242.42,4,1.0,242.42,242.42
Barcelona,1992,100.0,Butterfly,0,Women,USA,Summer Sanders,59.82,4,0.0,,
Barcelona,1992,200.0,Butterfly,0,Women,USA,Summer Sanders,128.669999,1,0.0,,
Barcelona,1992,200.0,Individual medley,0,Women,USA,Summer Sanders,131.91,2,0.0,,
Barcelona,1992,400.0,Individual medley,0,Women,USA,Summer Sanders,277.58,3,0.0,,
Berlin,1936,1500.0,Freestyle,0,Men,JPN,Sunao Ishiharada,1188.5,4,0.0,,
Tokyo,2020,100.0,Freestyle,0,Men,KOR,Sunwoo Hwang,47.82,4,0.0,,
Tokyo,2020,200.0,Freestyle,0,Men,KOR,Sunwoo Hwang,105.259999,4,0.0,,
Angeles,1984,100.0,Breaststroke,0,Women,USA,Susan Gerard Rapp,71.45,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Women,USA,Susan Gerard Rapp,151.15,2,0.0,,
Angeles,1984,400.0,Individual medley,0,Women,USA,Susan Heon,289.409999,4,0.0,,
City,1968,100.0,Freestyle,0,Women,USA,Susan Jane Pedersen,60.3,2,0.0,,
City,1968,200.0,Individual medley,0,Women,USA,Susan Jane Pedersen,148.8,2,0.0,,
City,1968,400.0,Individual medley,0,Women,USA,Susan Jane Pedersen,325.8,4,0.0,,
Barcelona,1992,100.0,Butterfly,0,Women,AUS,Susan O'Neill,59.69,4,0.0,,
Atlanta,1996,100.0,Butterfly,0,Women,AUS,Susan O'Neill,60.17,2,1.0,59.69,59.69
Sydney,2000,100.0,Butterfly,0,Women,AUS,Susan O'Neill,59.27,4,2.0,59.69,59.93
Barcelona,1992,200.0,Butterfly,0,Women,AUS,Susan O'Neill,129.03,3,0.0,,
Atlanta,1996,200.0,Butterfly,0,Women,AUS,Susan O'Neill,127.76,1,1.0,129.03,129.03
Sydney,2000,200.0,Butterfly,0,Women,AUS,Susan O'Neill,126.58,2,2.0,127.76,128.395
Atlanta,1996,200.0,Freestyle,0,Women,AUS,Susan O'Neill,119.87,4,0.0,,
Sydney,2000,200.0,Freestyle,0,Women,AUS,Susan O'Neill,118.24,1,1.0,119.87,119.87
Moscow,1980,100.0,Breaststroke,0,Women,GBR,Susannah Brownsdon,72.11,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Women,GBR,Susannah Brownsdon,155.07,4,0.0,,
Amsterdam,1928,100.0,Freestyle,0,Women,USA,Susanne E. Laird,74.6,4,0.0,,
Munich,1972,100.0,Backstroke,0,Women,USA,Susanne Jean Atwood,66.34,3,0.0,,
Munich,1972,200.0,Backstroke,0,Women,USA,Susanne Jean Atwood,140.38,2,0.0,,
City,1968,100.0,Butterfly,0,Women,USA,Susanne Marie Shields,66.2,3,0.0,,
Moscow,1980,100.0,Breaststroke,0,Women,DEN,Susanne Schultz Nielsson,71.16,3,0.0,,
Moscow,1980,200.0,Breaststroke,0,Women,DEN,Susanne Schultz Nielsson,152.75,4,0.0,,
Angeles,1984,100.0,Freestyle,0,Women,FRG,Susanne Schuster,57.11,4,0.0,,
London,2012,200.0,Breaststroke,0,Women,RSA,Suzaan Van Biljon,143.72,4,0.0,,
Angeles,1984,400.0,Individual medley,0,Women,AUS,Suzanne Landells,288.3,2,0.0,,
London,1948,100.0,Backstroke,0,Women,USA,Suzanne Winona Zimmerman,76.0,2,0.0,,
Barcelona,1992,200.0,Freestyle,0,Women,JPN,Suzu Chiba,120.64,4,0.0,,
Barcelona,1992,400.0,Freestyle,0,Women,JPN,Suzu Chiba,255.71,4,0.0,,
Angeles,1984,100.0,Backstroke,0,Women,FRG,Svenja Schlicht,63.46,4,0.0,,
Angeles,1984,200.0,Backstroke,0,Women,FRG,Svenja Schlicht,135.93,4,0.0,,
Seoul,1988,200.0,Backstroke,0,Women,FRG,Svenja Schlicht,135.94,4,1.0,135.93,135.93
City,1968,100.0,Breaststroke,0,Women,URS,Svetlana Babanina,77.2,4,0.0,,
Tokyo,1964,200.0,Breaststroke,0,Women,URS,Svetlana Babanina,168.6,3,0.0,,
City,1968,200.0,Breaststroke,0,Women,URS,Svetlana Babanina,168.4,4,1.0,168.6,168.6
Tokyo,2020,200.0,Butterfly,0,Women,ROC,Svetlana Chimrova,127.7,4,0.0,,
Moscow,1980,200.0,Breaststroke,0,Women,URS,Svetlana Varganova,149.61,2,0.0,,
Atlanta,1996,100.0,Breaststroke,0,Women,UKR,Svitlana Bondarenko,69.21,4,0.0,,
Athens,2004,100.0,Breaststroke,0,Women,UKR,Svitlana Bondarenko,68.19,4,1.0,69.21,69.21
Paris,1924,100.0,Backstroke,0,Women,USA,Sybil Bauer,83.2,1,0.0,,
Moscow,1980,200.0,Butterfly,0,Women,GDR,Sybille Schönrock,130.449999,2,0.0,,
Antwerp,1920,400.0,Breaststroke,0,Men,CAN,Sydney Gooday,,0,0.0,,
Rio,2016,200.0,Individual medley,0,Women,CAN,Sydney Pickrem,131.22,4,0.0,,
Tokyo,2020,200.0,Individual medley,0,Women,CAN,Sydney Pickrem,130.05,4,1.0,131.22,131.22
Rome,1960,100.0,Backstroke,0,Women,GBR,Sylvia Anne Lewis,71.8,4,0.0,,
Melbourne,1956,400.0,Freestyle,0,Women,USA,Sylvia Eliina Ruuska,307.1,3,0.0,,
Sydney,2000,100.0,Breaststroke,0,Women,GER,Sylvia Gerasch,69.86,4,0.0,,
City,1968,100.0,Backstroke,0,Women,FRA,Sylvie Canet-Le Noach,69.3,4,0.0,,
Munich,1972,100.0,Backstroke,0,Men,JPN,Tadashi Honda,60.41,1,0.0,,
Beijing,2008,200.0,Freestyle,0,Men,KOR,Tae-Hwan Park,104.85,2,0.0,,
London,2012,200.0,Freestyle,0,Men,KOR,Tae-Hwan Park,104.93,2,1.0,104.85,104.85
Beijing,2008,400.0,Freestyle,0,Men,KOR,Tae-Hwan Park,221.86,1,0.0,,
London,2012,400.0,Freestyle,0,Men,KOR,Tae-Hwan Park,222.06,2,1.0,221.86,221.86
London,2012,1500.0,Freestyle,0,Men,KOR,Tae-Hwan Park,890.61,4,0.0,,
London,1948,100.0,Freestyle,0,Men,EGY,Taha Yussuf El Gamal,60.5,1,0.0,,
Barcelona,1992,400.0,Individual medley,0,Men,JPN,Takahiro Fujimoto,263.86,4,0.0,,
Athens,2004,200.0,Individual medley,0,Men,JPN,Takahiro Mori,120.6,4,0.0,,
Amsterdam,1928,1500.0,Freestyle,0,Men,JPN,Takaji Takebayashi,,0,0.0,,
Melbourne,1956,200.0,Butterfly,0,Men,JPN,Takashi Ishimoto,143.8,2,0.0,,
Sydney,2000,100.0,Butterfly,0,Men,JPN,Takashi Yamamoto,52.58,4,0.0,,
Athens,2004,200.0,Butterfly,0,Men,JPN,Takashi Yamamoto,114.56,2,0.0,,
Angeles,1932,400.0,Freestyle,0,Men,JPN,Takashi Yokoyama,292.5,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Men,JPN,Takayoshi Kajikawa,158.6,4,0.0,,
Beijing,2008,200.0,Butterfly,0,Men,JPN,Takeshi Matsuda,112.97,3,0.0,,
London,2012,200.0,Butterfly,0,Men,JPN,Takeshi Matsuda,113.21,3,1.0,112.97,112.97
Athens,2004,400.0,Freestyle,0,Men,JPN,Takeshi Matsuda,228.96,4,0.0,,
Beijing,2008,100.0,Butterfly,0,Men,JPN,Takuro Fujii,51.5,4,0.0,,
Seoul,1988,50.0,Freestyle,0,Women,ROU,Tamara Costache,25.8,4,0.0,,
Montreal,1976,100.0,Butterfly,0,Women,URS,Tamara Shelofastova,62.74,4,0.0,,
Montreal,1976,200.0,Butterfly,0,Women,URS,Tamara Shelofastova,134.259999,4,0.0,,
Seoul,1988,200.0,Individual medley,0,Men,HUN,Tamas Darnyi,120.17,1,0.0,,
Barcelona,1992,200.0,Individual medley,0,Men,HUN,Tamas Darnyi,120.76,1,1.0,120.17,120.17
Seoul,1988,400.0,Individual medley,0,Men,HUN,Tamas Darnyi,254.75,1,0.0,,
Barcelona,1992,400.0,Individual medley,0,Men,HUN,Tamas Darnyi,254.23,1,1.0,254.75,254.75
Seoul,1988,100.0,Breaststroke,0,Men,HUN,Tamas Debnar,62.5,4,0.0,,
Barcelona,1992,200.0,Backstroke,0,Men,HUN,Tamas Deutsch,120.06,4,0.0,,
Rio,2016,200.0,Butterfly,0,Men,HUN,Tamas Kenderesi,113.62,3,0.0,,
Tokyo,2020,200.0,Butterfly,0,Men,HUN,Tamas Kenderesi,114.52,4,1.0,113.62,113.62
Seoul,1988,400.0,Freestyle,0,Women,USA,Tami Lee Bruce,248.16,4,0.0,,
Seoul,1988,800.0,Freestyle,0,Women,USA,Tami Lee Bruce,510.86,4,0.0,,
Rio,2016,400.0,Freestyle,0,Women,AUS,Tamsin Cook,245.3,4,0.0,,
Seoul,1988,100.0,Breaststroke,0,Women,BUL,Tania Bogomilova-Dangalakova,67.95,1,0.0,,
Seoul,1988,200.0,Breaststroke,0,Women,BUL,Tania Bogomilova-Dangalakova,148.43,4,0.0,,
Athens,2004,100.0,Breaststroke,0,Women,USA,Tara Kirk,67.59,4,0.0,,
Sydney,2000,100.0,Breaststroke,0,Women,AUS,Tarnee White,69.09,4,0.0,,
Beijing,2008,100.0,Breaststroke,0,Women,AUS,Tarnee White,67.629999,4,1.0,69.09,69.09
Tokyo,2020,100.0,Breaststroke,0,Women,RSA,Tatjana Schoenmaker,65.22,2,0.0,,
Tokyo,2020,200.0,Breaststroke,0,Women,RSA,Tatjana Schoenmaker,138.95,1,0.0,,
Angeles,1932,100.0,Freestyle,0,Men,JPN,Tatsugo Kawaishi,58.6,2,0.0,,
Berlin,1936,100.0,Backstroke,0,Men,USA,Taylor Drysdale,69.4,4,0.0,,
Tokyo,2020,200.0,Backstroke,0,Women,CAN,Taylor Madison Ruck,128.24,4,0.0,,
Amsterdam,1928,200.0,Breaststroke,0,Men,PHI,Teofilo Yldefonso,176.4,3,0.0,,
Angeles,1932,200.0,Breaststroke,0,Men,PHI,Teofilo Yldefonso,167.1,3,1.0,176.4,176.4
Berlin,1936,200.0,Breaststroke,0,Men,PHI,Teofilo Yldefonso,171.1,4,2.0,167.1,171.75
Melbourne,1956,200.0,Breaststroke,0,Men,AUS,Terence Gathercole,158.7,4,0.0,,
Rome,1960,200.0,Breaststroke,0,Men,AUS,Terence Gathercole,160.2,4,1.0,158.7,158.7
Sydney,2000,200.0,Breaststroke,0,Men,RSA,Terence Parkin,132.5,2,0.0,,
Sydney,2000,400.0,Individual medley,0,Men,RSA,Terence Parkin,256.92,4,0.0,,
Athens,2004,200.0,Individual medley,0,Women,GER,Teresa Rohmann,133.699999,4,0.0,,
Tokyo,1964,400.0,Individual medley,0,Men,AUS,Terry Buck,303.0,4,0.0,,
Berlin,1936,200.0,Breaststroke,0,Men,JPN,Tetsuo Hamuro,161.5,1,0.0,,
Helsinki,1952,1500.0,Freestyle,0,Men,BRA,Tetsuo Okamoto,1131.3,3,0.0,,
Stockholm,1912,400.0,Freestyle,0,Men,ANZ,Theo Tartakover,,0,0.0,,
Angeles,1984,100.0,Backstroke,0,Women,USA,Theresa Andrews,62.55,1,0.0,,
Sydney,2000,50.0,Freestyle,0,Women,SWE,Therese Alshammar,24.51,2,0.0,,
Athens,2004,50.0,Freestyle,0,Women,SWE,Therese Alshammar,24.93,4,1.0,24.51,24.51
London,2012,50.0,Freestyle,0,Women,SWE,Therese Alshammar,24.61,4,2.0,24.51,24.72
Sydney,2000,100.0,Freestyle,0,Women,SWE,Therese Alshammar,54.33,2,0.0,,
Tokyo,1964,400.0,Freestyle,0,Women,USA,Therese Lee Stickles,287.2,3,0.0,,
Athens,2004,200.0,Individual medley,0,Men,BRA,Thiago Pereira,120.11,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Men,BRA,Thiago Pereira,118.14,4,1.0,120.11,120.11
London,2012,200.0,Individual medley,0,Men,BRA,Thiago Pereira,116.74,4,2.0,118.14,119.125
Rio,2016,200.0,Individual medley,0,Men,BRA,Thiago Pereira,118.02,4,3.0,116.74,118.33
Beijing,2008,400.0,Individual medley,0,Men,BRA,Thiago Pereira,255.4,4,0.0,,
London,2012,400.0,Individual medley,0,Men,BRA,Thiago Pereira,248.86,2,1.0,255.4,255.4
Tokyo,2020,50.0,Freestyle,0,Men,NED,Thom De Boer,21.79,4,0.0,,
Tokyo,2020,100.0,Backstroke,0,Men,ITA,Thomas Ceccon,52.3,4,0.0,,
Munich,1972,100.0,Breaststroke,0,Men,USA,Thomas Edwin Bruce,65.43,2,0.0,,
Angeles,1984,200.0,Freestyle,0,Men,FRG,Thomas Fahrner,109.69,3,0.0,,
Seoul,1988,200.0,Freestyle,0,Men,FRG,Thomas Fahrner,109.19,4,1.0,109.69,109.69
London,2012,200.0,Freestyle,0,Men,AUS,Thomas Fraser-Holmes,106.93,4,0.0,,
London,2012,400.0,Individual medley,0,Men,AUS,Thomas Fraser-Holmes,253.49,4,0.0,,
Rio,2016,400.0,Individual medley,0,Men,AUS,Thomas Fraser-Holmes,251.9,4,1.0,253.49,253.49
Moscow,1980,200.0,Freestyle,0,Men,SWE,Thomas Lejdstrom,112.94,4,0.0,,
Seoul,1988,50.0,Freestyle,0,Men,USA,Thomas Michael Jager,22.36,2,0.0,,
Barcelona,1992,50.0,Freestyle,0,Men,USA,Thomas Michael Jager,22.3,3,1.0,22.36,22.36
Seoul,1988,100.0,Butterfly,0,Men,CAN,Thomas Ponting,54.09,4,0.0,,
Angeles,1984,200.0,Butterfly,0,Men,CAN,Thomas Ponting,119.37,4,0.0,,
Seoul,1988,200.0,Butterfly,0,Men,CAN,Thomas Ponting,118.91,4,1.0,119.37,119.37
Sydney,2000,100.0,Butterfly,0,Men,GER,Thomas Rupprath,53.13,4,0.0,,
Athens,2004,100.0,Butterfly,0,Men,GER,Thomas Rupprath,52.27,4,1.0,53.13,53.13
Munich,1972,400.0,Freestyle,0,Men,USA,Thomas Sean Mcbreen,242.64,3,0.0,,
Angeles,1984,400.0,Freestyle,0,Women,USA,Tiffany Lisa Cohen,247.1,1,0.0,,
Angeles,1984,800.0,Freestyle,0,Women,USA,Tiffany Lisa Cohen,504.95,1,0.0,,
Montreal,1976,400.0,Freestyle,0,Men,USA,Timothy Andrew Shaw,232.54,2,0.0,,
Barcelona,1992,200.0,Backstroke,0,Men,GER,Tino Weber,119.78,4,0.0,,
Tokyo,2020,200.0,Freestyle,0,Men,GBR,Tom Dean,104.22,1,0.0,,
Atlanta,1996,200.0,Individual medley,0,Men,USA,Tom Dolan,123.89,4,0.0,,
Sydney,2000,200.0,Individual medley,0,Men,USA,Tom Dolan,119.77,2,1.0,123.89,123.89
Atlanta,1996,400.0,Individual medley,0,Men,USA,Tom Dolan,254.9,1,0.0,,
Sydney,2000,400.0,Individual medley,0,Men,USA,Tom Dolan,251.76,1,1.0,254.9,254.9
Atlanta,1996,200.0,Butterfly,0,Men,USA,Tom Malchow,117.44,2,0.0,,
Sydney,2000,200.0,Butterfly,0,Men,USA,Tom Malchow,115.35,1,1.0,117.44,117.44
Athens,2004,200.0,Butterfly,0,Men,USA,Tom Malchow,117.479999,4,2.0,115.35,116.395
Rio,2016,100.0,Butterfly,0,Men,USA,Tom Shields,51.73,4,0.0,,
Sydney,2000,200.0,Individual medley,0,Men,USA,Tom Wilkens,120.87,3,0.0,,
Seoul,1988,100.0,Freestyle,0,Men,SWE,Tommy Werner,50.54,4,0.0,,
Barcelona,1992,100.0,Freestyle,0,Men,SWE,Tommy Werner,49.63,4,1.0,50.54,50.54
Sydney,2000,200.0,Backstroke,0,Women,JPN,Tomoko Hagiwara,131.21,4,0.0,,
Sydney,2000,200.0,Individual medley,0,Women,JPN,Tomoko Hagiwara,135.639999,4,0.0,,
Athens,2004,100.0,Backstroke,0,Men,JPN,Tomomi Morita,54.36,3,0.0,,
Athens,2004,200.0,Backstroke,0,Men,JPN,Tomomi Morita,118.4,4,0.0,,
Tokyo,2020,200.0,Butterfly,0,Men,JPN,Tomoru Honda,113.729999,2,0.0,,
Stockholm,1912,200.0,Breaststroke,0,Men,SWE,Tor Henning,,0,0.0,,
Antwerp,1920,200.0,Breaststroke,0,Men,SWE,Tor Henning,189.2,4,1.0,,
Antwerp,1920,200.0,Breaststroke,0,Men,SWE,Tor Henning,189.2,4,2.0,189.2,189.2
Stockholm,1912,400.0,Breaststroke,0,Men,SWE,Tor Henning,395.6,2,0.0,,
Antwerp,1920,400.0,Breaststroke,0,Men,SWE,Tor Henning,405.2,3,1.0,395.6,395.6
Tokyo,2020,100.0,Butterfly,0,Women,USA,Torri Huske,55.73,4,0.0,,
Angeles,1984,200.0,Backstroke,0,Women,USA,Torri Leigh Trees,135.729999,4,0.0,,
Helsinki,1952,100.0,Freestyle,0,Men,JPN,Toru Goto,58.5,4,0.0,,
Amsterdam,1928,100.0,Backstroke,0,Men,JPN,Toshio Iriye,73.6,4,0.0,,
Angeles,1932,100.0,Backstroke,0,Men,JPN,Toshio Iriye,69.8,2,1.0,73.6,73.6
Berlin,1936,100.0,Backstroke,0,Women,DEN,Tove Brunnstrom Madsen,80.4,4,0.0,,
Rio,2016,200.0,Freestyle,0,Men,USA,Townley Haas,105.58,4,0.0,,
Seoul,1988,100.0,Breaststroke,0,Women,USA,Tracey Mcfarlane,69.6,4,0.0,,
Angeles,1984,100.0,Breaststroke,0,Women,USA,Tracy Anne Caulkins,70.88,4,0.0,,
Angeles,1984,200.0,Individual medley,0,Women,USA,Tracy Anne Caulkins,132.639999,1,0.0,,
Angeles,1984,400.0,Individual medley,0,Women,USA,Tracy Anne Caulkins,279.24,1,0.0,,
Rio,2016,400.0,Individual medley,0,Men,AUS,Travis Mahoney,255.48,4,0.0,,
Athens,2004,400.0,Individual medley,0,Men,AUS,Travis Nederpelt,260.079999,4,0.0,,
Seoul,1988,200.0,Butterfly,0,Women,USA,Trina D. Radke,131.55,4,0.0,,
Atlanta,1996,200.0,Butterfly,0,Women,USA,Trina Jackson,131.96,4,0.0,,
Atlanta,1996,200.0,Freestyle,0,Women,USA,Trina Jackson,119.57,4,0.0,,
Atlanta,1996,100.0,Backstroke,0,Men,USA,Tripp Schwenk,55.3,4,0.0,,
Barcelona,1992,200.0,Backstroke,0,Men,USA,Tripp Schwenk,119.729999,4,0.0,,
Atlanta,1996,200.0,Backstroke,0,Men,USA,Tripp Schwenk,118.99,2,1.0,119.729999,119.729999
Seoul,1988,200.0,Freestyle,0,Men,USA,Troy Dalbey,108.86,4,0.0,,
Angeles,1932,400.0,Freestyle,0,Men,JPN,Tsutomi Oyokota,292.3,3,0.0,,
Melbourne,1956,400.0,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,270.399999,2,0.0,,
Rome,1960,400.0,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,261.399999,2,1.0,270.399999,270.399999
Tokyo,1964,400.0,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,259.1,4,2.0,261.399999,265.899999
Melbourne,1956,1500.0,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,1080.3,2,0.0,,
Rome,1960,1500.0,Freestyle,0,Men,JPN,Tsuyoshi Yamanaka,1054.7,4,1.0,1080.3,1080.3
Barcelona,1992,100.0,Backstroke,0,Women,HUN,Tunde Szabo,61.14,2,0.0,,
Barcelona,1992,200.0,Backstroke,0,Women,HUN,Tunde Szabo,132.94,4,0.0,,
London,2012,200.0,Backstroke,0,Men,USA,Tyler Clary,113.41,1,0.0,,
London,2012,200.0,Butterfly,0,Men,USA,Tyler Clary,115.06,4,0.0,,
London,2012,100.0,Butterfly,0,Men,USA,Tyler Mcgill,51.88,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Women,SWE,Ulla-Britt Eklund,181.8,4,0.0,,
Montreal,1976,100.0,Backstroke,0,Women,GDR,Ulrike Richter,61.83,1,0.0,,
Montreal,1976,200.0,Backstroke,0,Women,GDR,Ulrike Richter,133.43,1,0.0,,
Montreal,1976,200.0,Butterfly,0,Women,GDR,Ulrike Tauber,132.5,2,0.0,,
Montreal,1976,400.0,Individual medley,0,Women,GDR,Ulrike Tauber,282.77,1,0.0,,
Moscow,1980,400.0,Individual medley,0,Women,GDR,Ulrike Tauber,289.18,4,1.0,282.77,282.77
Melbourne,1956,200.0,Breaststroke,0,Women,GER,Ursula Happe-Krey,173.1,1,0.0,,
Tokyo,1964,200.0,Breaststroke,0,Women,GER,Ursula Küper,173.9,4,0.0,,
City,1968,100.0,Breaststroke,0,Women,FRG,Uta Frommater,76.2,4,0.0,,
Moscow,1980,100.0,Breaststroke,0,Women,GDR,Ute Geweniger,70.22,1,0.0,,
Moscow,1980,200.0,Breaststroke,0,Women,GDR,Ute Geweniger,154.34,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Women,FRG,Ute Hasse,153.82,4,0.0,,
