Location,Year,Distance,Stroke,Relay?,Gender,Team,Athlete,Results,Rank,Experience,Previous_Best,Previous_Average
Rio,2016,50.0,Freestyle,0,Men,USA,Anthony Ervin,21.4,1,2.0,21.78,21.880000000000003
Angeles,1984,100.0,Butterfly,0,Men,NZL,Anthony Mosse,54.93,4,0.0,,
Angeles,1984,200.0,Butterfly,0,Men,NZL,Anthony Mosse,118.75,4,0.0,,
Seoul,1988,200.0,Butterfly,0,Men,NZL,Anthony Mosse,118.28,3,1.0,118.75,118.75
Atlanta,1996,100.0,Backstroke,0,Women,GER,Antje Buschschulte,62.52,4,0.0,,
Athens,2004,100.0,Backstroke,0,Women,GER,Antje Buschschulte,61.39,4,1.0,62.52,62.52
Sydney,2000,200.0,Backstroke,0,Women,GER,Antje Buschschulte,133.31,4,0.0,,
Athens,2004,200.0,Backstroke,0,Women,GER,Antje Buschschulte,129.88,3,1.0,133.31,133.31
Montreal,1976,100.0,Backstroke,0,Women,GDR,Antje Stille,65.3,4,0.0,,
Montreal,1976,200.0,Backstroke,0,Women,GDR,Antje Stille,137.55,4,0.0,,
Seoul,1988,100.0,Breaststroke,0,Women,BUL,Antoaneta Frenkeva,68.74,2,0.0,,
Seoul,1988,200.0,Breaststroke,0,Women,BUL,Antoaneta Frenkeva,148.34,3,0.0,,
Seoul,1988,800.0,Freestyle,0,Women,BUL,Antoaneta Strumenlieva,521.049999,4,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,RUS,Anton Chupkov,127.7,3,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,RUS,Anton Chupkov,127.7,3,1.0,127.7,127.7
Tokyo,2020,200.0,Breaststroke,0,Men,ROC,Anton Chupkov,127.24,4,2.0,127.7,127.7
City,1968,100.0,Butterfly,0,Women,USA,Antonia (Toni) Hewitt,67.5,4,0.0,,
City,1968,200.0,Butterfly,0,Women,USA,Antonia (Toni) Hewitt,146.2,4,0.0,,
London,1948,200.0,Breaststroke,0,Women,NED,Antonia Johanna Hom,187.5,4,0.0,,
Barcelona,1992,200.0,Freestyle,0,Men,FIN,Antti Alexander Kasvio,107.63,3,0.0,,
London,1948,200.0,Breaststroke,0,Men,YUG,Antun (Tone) Cerer,166.1,4,0.0,,
Paris,1924,1500.0,Freestyle,0,Men,YUG,Antun Roje,,0,0.0,,
Angeles,1932,100.0,Freestyle,0,Men,BRA,Antônio Luiz Dos Santos,,0,0.0,,
London,2012,200.0,Individual medley,0,Women,USA,Ariana Kukors,129.83,4,0.0,,
London,2012,50.0,Freestyle,0,Women,BAH,Arianna Vanderpool-Wallace,24.69,4,0.0,,
Tokyo,2020,200.0,Freestyle,0,Women,AUS,Ariarne Titmus,113.5,1,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,AUS,Ariarne Titmus,236.69,1,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,AUS,Ariarne Titmus,236.69,1,1.0,236.69,236.69
Tokyo,2020,800.0,Freestyle,0,Women,AUS,Ariarne Titmus,493.83,2,0.0,,
Beijing,2008,100.0,Backstroke,0,Men,RUS,Arkady Vyatchanin,53.18,3,0.0,,
Beijing,2008,200.0,Backstroke,0,Men,RUS,Arkady Vyatchanin,114.93,3,0.0,,
Paris,1924,100.0,Freestyle,0,Men,SWE,Arne Borg,62.0,3,0.0,,
Paris,1924,400.0,Freestyle,0,Men,SWE,Arne Borg,305.6,2,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Men,SWE,Arne Borg,304.6,3,1.0,305.6,305.6
Paris,1924,1500.0,Freestyle,0,Men,SWE,Arne Borg,1241.4,2,0.0,,
Amsterdam,1928,1500.0,Freestyle,0,Men,SWE,Arne Borg,1191.8,1,1.0,1241.4,1241.4
Tokyo,2020,100.0,Breaststroke,0,Men,NED,Arno Kamminga,58.0,2,0.0,,
Tokyo,2020,200.0,Breaststroke,0,Men,NED,Arno Kamminga,127.01,2,0.0,,
Moscow,1980,100.0,Breaststroke,0,Men,URS,Arsens Miskarovs,63.82,3,0.0,,
Moscow,1980,200.0,Breaststroke,0,Men,URS,Arsens Miskarovs,137.28,3,0.0,,
Berlin,1936,100.0,Freestyle,0,Men,USA,Arthur Lindegren,59.9,4,0.0,,
Seoul,1988,200.0,Freestyle,0,Men,POL,Artur Wojdat,108.4,4,0.0,,
Barcelona,1992,200.0,Freestyle,0,Men,POL,Artur Wojdat,108.24,4,1.0,108.4,108.4
Seoul,1988,400.0,Freestyle,0,Men,POL,Artur Wojdat,227.34,3,0.0,,
Barcelona,1992,400.0,Freestyle,0,Men,POL,Artur Wojdat,228.1,4,1.0,227.34,227.34
Antwerp,1920,200.0,Breaststroke,0,Men,FIN,Arvo Ossian Aaltonen,192.2,4,0.0,,
Antwerp,1920,200.0,Breaststroke,0,Men,FIN,Arvo Ossian Aaltonen,192.2,4,1.0,192.2,192.2
Antwerp,1920,400.0,Breaststroke,0,Men,FIN,Arvo Ossian Aaltonen,408.0,4,0.0,,
Montreal,1976,100.0,Breaststroke,0,Men,URS,Arvydas Juozaitis,64.23,3,0.0,,
Montreal,1976,200.0,Breaststroke,0,Men,URS,Arvydas Juozaitis,141.87,4,0.0,,
Beijing,2008,100.0,Breaststroke,0,Women,JPN,Asami Kitagawa,68.43,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Women,JPN,Asami Kitagawa,131.56,4,0.0,,
Beijing,2008,100.0,Backstroke,0,Men,ESP,Aschwin Wildeboer Faber,53.51,4,0.0,,
Beijing,2008,50.0,Freestyle,0,Men,AUS,Ashley Callus,21.62,4,0.0,,
Beijing,2008,100.0,Backstroke,0,Men,AUS,Ashley Delaney,53.31,4,0.0,,
Seoul,1988,800.0,Freestyle,0,Women,GDR,Astrid Strauss,502.09,2,0.0,,
Melbourne,1956,100.0,Freestyle,0,Men,JPN,Atsushi Tani,58.0,4,0.0,,
Barcelona,1992,200.0,Individual medley,0,Men,HUN,Attila Czene,121.0,3,0.0,,
Atlanta,1996,200.0,Individual medley,0,Men,HUN,Attila Czene,119.91,1,1.0,121.0,121.0
Sydney,2000,200.0,Individual medley,0,Men,HUN,Attila Czene,121.16,4,2.0,119.91,120.455
Rome,1960,100.0,Freestyle,0,Men,RSA,Aubrey Burer,56.3,4,0.0,,
Stockholm,1912,1500.0,Freestyle,0,Men,FRA,Auguste Caby,,0,0.0,,
Beijing,2008,200.0,Butterfly,0,Women,FRA,Aurore Mongel,127.36,4,0.0,,
Paris,1924,100.0,Backstroke,0,Men,GBR,Austin Rawlinson,80.0,4,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Men,USA,Austin Rhone Clapp,316.0,4,0.0,,
London,2012,100.0,Backstroke,0,Women,JPN,Aya Terakawa,58.83,4,0.0,,
Athens,2004,200.0,Backstroke,0,Women,JPN,Aya Terakawa,132.9,4,0.0,,
Atlanta,1996,100.0,Butterfly,0,Women,JPN,Ayari Aoyama,60.18,3,0.0,,
Sydney,2000,100.0,Backstroke,0,Women,USA,B J Bedford,61.47,4,0.0,,
Paris,1924,200.0,Breaststroke,0,Men,YUG,B. Deak,,0,0.0,,
Paris,1924,400.0,Freestyle,0,Men,HUN,B. Eperjessy,,0,0.0,,
Munich,1972,200.0,Freestyle,0,Women,USA,Barbara Ann Marshall,125.45,4,0.0,,
Rome,1960,200.0,Breaststroke,0,Women,GER,Barbara Göbel,173.6,3,0.0,,
Moscow,1980,100.0,Freestyle,0,Women,GDR,Barbara Krause,54.79,1,0.0,,
Moscow,1980,200.0,Freestyle,0,Women,GDR,Barbara Krause,118.33,1,0.0,,
Helsinki,1952,100.0,Backstroke,0,Women,USA,Barbara Lynn Stark,76.2,4,0.0,,
Tokyo,2020,200.0,Freestyle,0,Women,CZE,Barbora Seemanova,115.45,4,0.0,,
Sydney,2000,50.0,Freestyle,0,Men,POL,Bartosz Kizierowski,22.22,4,0.0,,
Sydney,2000,100.0,Backstroke,0,Men,POL,Bartosz Kizierowski,55.04,4,0.0,,
Atlanta,1996,200.0,Backstroke,0,Men,POL,Bartosz Sikora,120.05,4,0.0,,
Sydney,2000,200.0,Individual medley,0,Women,ROU,Beatrice Caslaru,132.57,2,0.0,,
Athens,2004,200.0,Individual medley,0,Women,ROU,Beatrice Caslaru,135.4,4,1.0,132.57,132.57
Atlanta,1996,400.0,Individual medley,0,Women,ROU,Beatrice Caslaru,284.909999,4,0.0,,
Sydney,2000,400.0,Individual medley,0,Women,ROU,Beatrice Caslaru,277.18,3,1.0,284.909999,284.909999
London,1948,200.0,Breaststroke,0,Women,AUS,Beatrice Nancy Lyons,177.7,2,0.0,,
Montreal,1976,400.0,Individual medley,0,Women,CAN,Becky Smith,290.48,3,0.0,,
London,2012,100.0,Backstroke,0,Women,AUS,Belinda Hocking,59.29,4,0.0,,
Beijing,2008,200.0,Backstroke,0,Women,AUS,Belinda Hocking,130.12,4,0.0,,
Rio,2016,200.0,Backstroke,0,Women,AUS,Belinda Hocking,128.02,4,1.0,130.12,130.12
Rio,2016,50.0,Freestyle,0,Men,GBR,Ben Proud,21.68,4,0.0,,
Tokyo,2020,50.0,Freestyle,0,Men,GBR,Ben Proud,21.72,4,1.0,21.68,21.68
Beijing,2008,50.0,Freestyle,0,Men,USA,Ben Wildman-Tobriner,21.64,4,0.0,,
City,1968,200.0,Backstroke,0,Women,FRA,Benedicte Duprez,156.6,4,0.0,,
Moscow,1980,100.0,Backstroke,0,Men,SWE,Bengt Baron,56.53,1,0.0,,
Angeles,1984,100.0,Backstroke,0,Men,SWE,Bengt Baron,57.34,4,1.0,56.53,56.53
Angeles,1984,100.0,Butterfly,0,Men,SWE,Bengt Baron,55.14,4,0.0,,
Munich,1972,400.0,Freestyle,0,Men,SWE,Bengt Gingsjo,246.75,4,0.0,,
Munich,1972,400.0,Individual medley,0,Men,SWE,Bengt Gingsjo,277.96,4,0.0,,
Munich,1972,1500.0,Freestyle,0,Men,SWE,Bengt Gingsjo,976.01,4,0.0,,
Paris,1924,200.0,Breaststroke,0,Men,SWE,Bengt Linders,182.2,4,0.0,,
Seoul,1988,200.0,Butterfly,0,Men,DEN,Benny Leo Nielsen,118.24,2,0.0,,
Helsinki,1952,100.0,Backstroke,0,Men,GBR,Bert Wardrop,67.8,4,0.0,,
Atlanta,1996,100.0,Backstroke,0,Women,USA,Beth Botsford,61.19,1,0.0,,
Moscow,1980,200.0,Breaststroke,0,Women,GDR,Bettina Lobel,154.51,4,0.0,,
Munich,1972,100.0,Breaststroke,0,Women,AUS,Beverley Joy Whitfield,75.73,3,0.0,,
Munich,1972,200.0,Breaststroke,0,Women,AUS,Beverley Joy Whitfield,161.71,1,0.0,,
Angeles,1984,100.0,Backstroke,0,Women,GBR,Beverley Rose,64.16,4,0.0,,
Melbourne,1956,100.0,Butterfly,0,Women,AUS,Beverly Bainbridge,75.2,4,0.0,,
Paris,1924,200.0,Breaststroke,0,Men,USA,Bill Kirschbaum,181.0,3,0.0,,
Antwerp,1920,100.0,Freestyle,0,Men,AUS,Billy Herald,63.8,4,0.0,,
Barcelona,1992,200.0,Freestyle,0,Women,CHN,Bin Lu,122.1,4,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,CHN,Bingjie Li,241.08,3,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,CHN,Bingjie Li,241.08,3,1.0,241.08,241.08
Angeles,1984,400.0,Freestyle,0,Women,FRG,Birgit Kowalczik,256.329999,4,0.0,,
Montreal,1976,100.0,Backstroke,0,Women,GDR,Birgit Treiber,63.41,2,0.0,,
Montreal,1976,200.0,Backstroke,0,Women,GDR,Birgit Treiber,134.97,2,0.0,,
Moscow,1980,200.0,Backstroke,0,Women,GDR,Birgit Treiber,134.139999,3,1.0,134.97,134.97
Montreal,1976,400.0,Individual medley,0,Women,GDR,Birgit Treiber,292.4,4,0.0,,
Rome,1960,400.0,Freestyle,0,Women,SWE,Birgitta Segerstrom,302.4,4,0.0,,
Seoul,1988,100.0,Butterfly,0,Women,GDR,Birte Weigang,59.45,4,0.0,,
Seoul,1988,200.0,Butterfly,0,Women,GDR,Birte Weigang,129.91,2,0.0,,
Athens,2004,200.0,Backstroke,0,Men,SLO,Blaz Medvesek,120.06,4,0.0,,
London,1948,200.0,Breaststroke,0,Men,NED,Bob Herbert Bonte,167.6,4,0.0,,
Tokyo,2020,200.0,Butterfly,0,Women,HUN,Boglarka Kapas,126.53,4,0.0,,
Rio,2016,400.0,Freestyle,0,Women,HUN,Boglarka Kapas,242.37,4,0.0,,
London,2012,800.0,Freestyle,0,Women,HUN,Boglarka Kapas,503.89,4,0.0,,
Rio,2016,800.0,Freestyle,0,Women,HUN,Boglarka Kapas,496.37,3,1.0,503.89,503.89
Angeles,1932,100.0,Backstroke,0,Women,AUS,Bonnie Mealing,81.3,2,0.0,,
Helsinki,1952,100.0,Backstroke,0,Men,YUG,Boris Skanata,68.099999,4,0.0,,
Moscow,1980,1500.0,Freestyle,0,Men,YUG,Borut Petric,921.78,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Men,USA,Bowen Dow Stassforth,154.7,2,0.0,,
Atlanta,1996,200.0,Backstroke,0,Men,USA,Brad Bridgewater,118.539999,1,0.0,,
Munich,1972,200.0,Backstroke,0,Men,AUS,Bradford Paul Cooper,126.59,4,0.0,,
Munich,1972,400.0,Freestyle,0,Men,AUS,Bradford Paul Cooper,240.27,1,0.0,,
Munich,1972,1500.0,Freestyle,0,Men,AUS,Bradford Paul Cooper,990.49,4,0.0,,
Rio,2016,50.0,Freestyle,0,Men,RSA,Bradley Edward Tandy,21.79,4,0.0,,
London,2012,100.0,Breaststroke,0,Women,USA,Breeja Larson,66.959999,4,0.0,,
Montreal,1976,400.0,Freestyle,0,Women,USA,Brenda Grace Borgh,257.43,4,0.0,,
London,1948,400.0,Freestyle,0,Women,USA,Brenda Merserau Helser,326.0,4,0.0,,
Athens,2004,100.0,Breaststroke,0,Men,USA,Brendan Hansen,60.25,2,0.0,,
Beijing,2008,100.0,Breaststroke,0,Men,USA,Brendan Hansen,59.57,4,1.0,60.25,60.25
London,2012,100.0,Breaststroke,0,Men,USA,Brendan Hansen,59.49,4,2.0,59.57,59.91
Athens,2004,200.0,Breaststroke,0,Men,USA,Brendan Hansen,130.87,4,0.0,,
Atlanta,1996,50.0,Freestyle,0,Men,RSA,Brendon Dedekind,22.59,4,0.0,,
Tokyo,2020,400.0,Individual medley,0,Men,AUS,Brendon Smith,250.38,3,0.0,,
London,2012,100.0,Freestyle,0,Men,CAN,Brent Hayden,47.8,3,0.0,,
City,1968,400.0,Freestyle,0,Men,USA,Brent Thales Berk,266.0,4,0.0,,
Beijing,2008,100.0,Breaststroke,0,Men,AUS,Brenton Rickard,59.74,4,0.0,,
London,2012,100.0,Breaststroke,0,Men,AUS,Brenton Rickard,59.87,4,1.0,59.74,59.74
Beijing,2008,200.0,Breaststroke,0,Men,AUS,Brenton Rickard,128.88,2,0.0,,
London,2012,200.0,Breaststroke,0,Men,AUS,Brenton Rickard,129.28,4,1.0,128.88,128.88
Tokyo,1964,200.0,Butterfly,0,Men,AUS,Brett Cecil Graeme Hill,132.8,4,0.0,,
Athens,2004,50.0,Freestyle,0,Men,AUS,Brett Hawke,22.18,4,0.0,,
Sydney,2000,100.0,Breaststroke,0,Men,RSA,Brett Petersen,61.63,4,0.0,,
Angeles,1984,100.0,Breaststroke,0,Men,AUS,Brett Stocks,63.49,4,0.0,,
Montreal,1976,200.0,Butterfly,0,Men,GBR,Brian Brinkley,121.49,4,0.0,,
Munich,1972,400.0,Freestyle,0,Men,GBR,Brian Brinkley,246.69,4,0.0,,
City,1968,200.0,Breaststroke,0,Men,USA,Brian Gregory Job,149.9,3,0.0,,
Melbourne,1956,200.0,Butterfly,0,Men,AUS,Brian Harold Wilkinson,149.7,4,0.0,,
Beijing,2008,400.0,Individual medley,0,Men,CAN,Brian Johns,253.38,4,0.0,,
Montreal,1976,400.0,Freestyle,0,Men,USA,Brian Stuart Goodell,231.93,1,0.0,,
Montreal,1976,1500.0,Freestyle,0,Men,USA,Brian Stuart Goodell,902.4,1,0.0,,
Rio,2016,200.0,Butterfly,0,Women,AUS,Brianna Throssell,127.87,4,0.0,,
Tokyo,2020,200.0,Butterfly,0,Women,AUS,Brianna Throssell,129.479999,4,1.0,127.87,127.87
Atlanta,1996,100.0,Breaststroke,0,Women,BEL,Brigitte Becue,69.789999,4,0.0,,
Atlanta,1996,200.0,Breaststroke,0,Women,BEL,Brigitte Becue,148.36,4,0.0,,
Amsterdam,1928,200.0,Breaststroke,0,Women,SWE,Brita Hazelius,203.0,4,0.0,,
Munich,1972,100.0,Breaststroke,0,Women,SWE,Britt-Marie Smedh,77.19,4,0.0,,
Beijing,2008,50.0,Freestyle,0,Women,GER,Britta Steffen,24.06,1,0.0,,
London,2012,50.0,Freestyle,0,Women,GER,Britta Steffen,24.46,4,1.0,24.06,24.06
Beijing,2008,100.0,Freestyle,0,Women,GER,Britta Steffen,53.12,1,0.0,,
London,2012,400.0,Freestyle,0,Women,CAN,Brittany Maclean,246.24,4,0.0,,
Rio,2016,400.0,Freestyle,0,Women,CAN,Brittany Maclean,244.69,4,1.0,246.24,246.24
Beijing,2008,200.0,Freestyle,0,Women,AUS,Bronte Barratt,117.83,4,0.0,,
London,2012,200.0,Freestyle,0,Women,AUS,Bronte Barratt,115.81,3,1.0,117.83,117.83
Rio,2016,200.0,Freestyle,0,Women,AUS,Bronte Barratt,115.25,4,2.0,115.81,116.82
Beijing,2008,400.0,Freestyle,0,Women,AUS,Bronte Barratt,245.05,4,0.0,,
Rio,2016,50.0,Freestyle,0,Women,AUS,Bronte Campbell,24.42,4,0.0,,
Rio,2016,100.0,Freestyle,0,Women,AUS,Bronte Campbell,53.04,4,0.0,,
Sydney,2000,400.0,Freestyle,0,Women,USA,Brooke Bennett,245.8,1,0.0,,
Atlanta,1996,800.0,Freestyle,0,Women,USA,Brooke Bennett,507.89,1,0.0,,
Sydney,2000,800.0,Freestyle,0,Women,USA,Brooke Bennett,499.67,1,1.0,507.89,507.89
Athens,2004,100.0,Breaststroke,0,Women,AUS,Brooke Hanson,67.15,3,0.0,,
Athens,2004,200.0,Breaststroke,0,Women,AUS,Brooke Hanson,146.39,4,0.0,,
Montreal,1976,200.0,Freestyle,0,Men,USA,Bruce Macfarlane Furniss,110.289999,1,0.0,,
Munich,1972,100.0,Butterfly,0,Men,CAN,Bruce Richard Robertson,55.56,2,0.0,,
London,2012,50.0,Freestyle,0,Men,BRA,Bruno Fratus,21.61,4,0.0,,
Rio,2016,50.0,Freestyle,0,Men,BRA,Bruno Fratus,21.79,4,1.0,21.61,21.61
Tokyo,2020,50.0,Freestyle,0,Men,BRA,Bruno Fratus,21.57,3,2.0,21.61,21.7
Tokyo,2020,200.0,Backstroke,0,Men,USA,Bryce Mefford,115.49,4,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Men,USA,Buster Crabbe,305.4,4,0.0,,
Angeles,1932,400.0,Freestyle,0,Men,USA,Buster Crabbe,288.4,1,1.0,305.4,305.4
Amsterdam,1928,1500.0,Freestyle,0,Men,USA,Buster Crabbe,1228.8,3,0.0,,
Angeles,1932,1500.0,Freestyle,0,Men,USA,Buster Crabbe,1202.7,4,1.0,1228.8,1228.8
Munich,1972,100.0,Butterfly,0,Men,CAN,Byron Mac Donald,57.27,4,0.0,,
Tokyo,1964,200.0,Breaststroke,0,Women,GER,Bärbel Grimmer,171.0,4,0.0,,
Stockholm,1912,400.0,Freestyle,0,Men,HUN,Béla Las Torres,342.0,4,0.0,,
Stockholm,1912,1500.0,Freestyle,0,Men,HUN,Béla Las Torres,,0,0.0,,
Tokyo,2020,50.0,Freestyle,0,Men,USA,Caeleb Dressel,21.07,1,0.0,,
Tokyo,2020,100.0,Butterfly,0,Men,USA,Caeleb Dressel,49.45,1,0.0,,
Rio,2016,100.0,Freestyle,0,Men,USA,Caeleb Dressel,48.02,4,0.0,,
Tokyo,2020,100.0,Freestyle,0,Men,USA,Caeleb Dressel,47.02,1,1.0,48.02,48.02
London,2012,200.0,Individual medley,0,Women,USA,Caitlin Leverenz,128.949999,3,0.0,,
London,2012,400.0,Individual medley,0,Women,USA,Caitlin Leverenz,275.49,4,0.0,,
Beijing,2008,200.0,Freestyle,0,Women,GBR,Caitlin Mcclatchey,117.65,4,0.0,,
London,2012,200.0,Freestyle,0,Women,GBR,Caitlin Mcclatchey,117.6,4,1.0,117.65,117.65
Sydney,2000,200.0,Freestyle,0,Women,ROU,Camelia Alina Potec,119.46,4,0.0,,
Athens,2004,200.0,Freestyle,0,Women,ROU,Camelia Alina Potec,118.03,1,1.0,119.46,119.46
Beijing,2008,200.0,Freestyle,0,Women,ROU,Camelia Alina Potec,116.87,4,2.0,118.03,118.745
Athens,2004,400.0,Freestyle,0,Women,ROU,Camelia Alina Potec,246.34,4,0.0,,
Beijing,2008,400.0,Freestyle,0,Women,ROU,Camelia Alina Potec,244.66,4,1.0,246.34,246.34
Beijing,2008,800.0,Freestyle,0,Women,ROU,Camelia Alina Potec,503.11,4,0.0,,
Angeles,1984,200.0,Backstroke,0,Men,CAN,Cameron Henning,122.37,3,0.0,,
Rio,2016,100.0,Freestyle,0,Men,AUS,Cameron Mcevoy,48.12,4,0.0,,
London,2012,100.0,Breaststroke,0,Men,RSA,Cameron Van Der Burgh,58.46,2,0.0,,
Rio,2016,100.0,Breaststroke,0,Men,RSA,Cameron Van Der Burgh,58.69,2,1.0,58.46,58.46
London,2012,100.0,Backstroke,0,Men,FRA,Camille Lacourt,53.08,4,0.0,,
Rio,2016,100.0,Backstroke,0,Men,FRA,Camille Lacourt,52.7,4,1.0,53.08,53.08
London,2012,200.0,Freestyle,0,Women,FRA,Camille Muffat,115.58,2,0.0,,
London,2012,400.0,Freestyle,0,Women,FRA,Camille Muffat,241.45,1,0.0,,
Montreal,1976,100.0,Butterfly,0,Women,USA,Camille Wright,61.41,4,0.0,,
London,2012,200.0,Butterfly,0,Women,USA,Cammile Adams,126.78,4,0.0,,
Rio,2016,200.0,Butterfly,0,Women,USA,Cammile Adams,125.9,4,1.0,126.78,126.78
Moscow,1980,100.0,Butterfly,0,Women,GDR,Caren Metschuck,60.42,1,0.0,,
Moscow,1980,100.0,Freestyle,0,Women,GDR,Caren Metschuck,55.16,2,0.0,,
Melbourne,1956,100.0,Backstroke,0,Women,USA,Carin Alice Cone,72.9,1,0.0,,
Moscow,1980,100.0,Backstroke,0,Women,BEL,Carine Verbauwen,63.82,4,0.0,,
Moscow,1980,200.0,Backstroke,0,Women,BEL,Carine Verbauwen,136.66,4,0.0,,
Tokyo,1964,200.0,Butterfly,0,Men,USA,Carl Joseph Iii Robie,127.5,2,0.0,,
City,1968,200.0,Butterfly,0,Men,USA,Carl Joseph Iii Robie,128.699999,1,1.0,127.5,127.5
Tokyo,1964,400.0,Individual medley,0,Men,USA,Carl Joseph Iii Robie,291.4,4,0.0,,
Angeles,1984,800.0,Freestyle,0,Women,ITA,Carla Lasi,522.45,4,0.0,,
Atlanta,1996,400.0,Freestyle,0,Women,NED,Carla Louise Geurts,250.06,4,0.0,,
Sydney,2000,400.0,Freestyle,0,Women,NED,Carla Louise Geurts,252.36,4,1.0,250.06,250.06
Atlanta,1996,800.0,Freestyle,0,Women,NED,Carla Louise Geurts,520.429999,4,0.0,,
Montreal,1976,100.0,Backstroke,0,Men,PUR,Carlos Berrocal,57.28,4,0.0,,
Angeles,1932,400.0,Freestyle,0,Men,ARG,Carlos Ramon Kennedy,,0,0.0,,
City,1968,200.0,Freestyle,0,Men,ARG,Carlos Van Der Math,,0,0.0,,
Angeles,1984,100.0,Backstroke,0,Women,NZL,Carmel Clark,64.47,4,0.0,,
Angeles,1984,200.0,Backstroke,0,Women,NZL,Carmel Clark,137.89,4,0.0,,
Moscow,1980,200.0,Freestyle,0,Women,GDR,Carmela Schmidt,121.44,3,0.0,,
Moscow,1980,400.0,Freestyle,0,Women,GDR,Carmela Schmidt,250.86,3,0.0,,
Moscow,1980,100.0,Backstroke,0,Women,ROU,Carmen Bunaciu,63.81,4,0.0,,
Angeles,1984,100.0,Backstroke,0,Women,ROU,Carmen Bunaciu,63.21,4,1.0,63.81,63.81
Moscow,1980,200.0,Backstroke,0,Women,ROU,Carmen Bunaciu,135.199999,4,0.0,,
Angeles,1984,200.0,Backstroke,0,Women,ROU,Carmen Bunaciu,136.15,4,1.0,135.199999,135.199999
Montreal,1976,100.0,Breaststroke,0,Women,GDR,Carola Nitschke,73.33,4,0.0,,
Montreal,1976,200.0,Breaststroke,0,Women,GDR,Carola Nitschke,158.27,4,0.0,,
Munich,1972,200.0,Individual medley,0,Women,USA,Carolyn Ann Woods,147.42,4,0.0,,
Rome,1960,100.0,Butterfly,0,Women,USA,Carolyn Jane Schuler,69.5,1,0.0,,
Angeles,1984,100.0,Freestyle,0,Women,USA,Carolyn Steinseifer,55.92,1,0.0,,
Helsinki,1952,400.0,Freestyle,0,Women,USA,Carolyn Virginia Green,316.5,4,0.0,,
Rome,1960,100.0,Butterfly,0,Women,USA,Carolyn Virginia Wood,,0,0.0,,
Rome,1960,100.0,Freestyle,0,Women,USA,Carolyn Virginia Wood,63.4,4,0.0,,
Beijing,2008,800.0,Freestyle,0,Women,GBR,Cassandra Patten,512.35,4,0.0,,
Beijing,2008,50.0,Freestyle,0,Women,AUS,Cate Campbell,24.17,3,0.0,,
Rio,2016,50.0,Freestyle,0,Women,AUS,Cate Campbell,24.15,4,1.0,24.17,24.17
Tokyo,2020,50.0,Freestyle,0,Women,AUS,Cate Campbell,24.36,4,2.0,24.15,24.16
Rio,2016,100.0,Freestyle,0,Women,AUS,Cate Campbell,53.24,4,0.0,,
Tokyo,2020,100.0,Freestyle,0,Women,AUS,Cate Campbell,52.52,3,1.0,53.24,53.24
Rome,1960,400.0,Freestyle,0,Women,NED,Catharina (Tineke) Lagerberg,296.9,3,0.0,,
Berlin,1936,100.0,Freestyle,0,Women,NED,Catharina (Tini) Willemina Wagner,68.099999,4,0.0,,
Berlin,1936,400.0,Freestyle,0,Women,NED,Catharina (Tini) Willemina Wagner,346.0,4,0.0,,
City,1968,100.0,Breaststroke,0,Women,USA,Catherine Ball,76.7,4,0.0,,
London,1948,400.0,Freestyle,0,Women,GBR,Catherine Gibson,322.5,3,0.0,,
City,1968,200.0,Breaststroke,0,Women,USA,Catherine Jamison,168.4,4,0.0,,
Munich,1972,100.0,Breaststroke,0,Women,USA,Catherine L. Carr,73.58,1,0.0,,
Seoul,1988,50.0,Freestyle,0,Women,FRA,Catherine Plewinski,25.9,4,0.0,,
Barcelona,1992,50.0,Freestyle,0,Women,FRA,Catherine Plewinski,25.36,4,1.0,25.9,25.9
Seoul,1988,100.0,Butterfly,0,Women,FRA,Catherine Plewinski,59.58,4,0.0,,
Barcelona,1992,100.0,Butterfly,0,Women,FRA,Catherine Plewinski,59.01,4,1.0,59.58,59.58
Seoul,1988,100.0,Freestyle,0,Women,FRA,Catherine Plewinski,55.49,3,0.0,,
Barcelona,1992,100.0,Freestyle,0,Women,FRA,Catherine Plewinski,55.72,4,1.0,55.49,55.49
Barcelona,1992,200.0,Freestyle,0,Women,FRA,Catherine Plewinski,119.88,4,0.0,,
Angeles,1984,100.0,Breaststroke,0,Women,FRA,Catherine Poirot,70.7,3,0.0,,
Atlanta,1996,200.0,Backstroke,0,Women,GER,Cathleen Rund,132.06,3,0.0,,
Tokyo,1964,100.0,Backstroke,0,Women,USA,Cathy Ferguson,67.7,1,0.0,,
Stockholm,1912,100.0,Freestyle,0,Men,ANZ,Cecil Healy,64.599999,2,0.0,,
Stockholm,1912,400.0,Freestyle,0,Men,ANZ,Cecil Healy,337.8,4,0.0,,
Seoul,1988,200.0,Freestyle,0,Women,FRA,Cecile Prunier,122.88,4,0.0,,
