Gender,Event,Location,Year,Medal,Name,Nationality,NOC,Result
W,100 metres,London,2012,None,LaVerne Jones,ISV,ISV,
W,100 metres,London,2012,None,Ivet Lalova,BUL,BUL,
W,100 metres,London,2012,None,Abi Oyepitan,GBR,GBR,
W,100 metres,London,2012,None,Delphine Atangana,CMR,CMR,
W,100 metres,London,2012,None,Allyson Felix,USA,USA,
M,100 metres,London,2012,None,Masoud Azizi,AFG,AFG,
M,100 metres,London,2012,None,Jaysuma Saidy Ndure,NOR,NOR,
M,100 metres,London,2012,None,John Howard,FSM,FSM,
M,100 metres,London,2012,None,Asafa Powell,JAM,JAM,
M,100 metres,London,2012,None,Churandy Martina,NED,NED,
M,100 metres,London,2012,None,Daniel Bailey,ANT,ANT,
M,100 metres,London,2012,None,Wilfried Bingangoye,GAB,GAB,
W,100 metres,London,2012,None,Damola Osayomi,NGR,NGR,
W,100 metres,London,2012,None,Kelly-Ann Baptiste,TTO,TTO,
M,100 metres,London,2012,None,Jurgen Themen,SUR,SUR,
M,100 metres,London,2012,None,Dariusz Kuć,POL,POL,
M,100 metres,London,2012,None,Béranger Bosse,CAF,CAF,
M,100 metres,London,2012,None,Richard Thompson,TTO,TTO,
M,100 metres,London,2012,None,Holder da Silva,GBS,GBS,
M,100 metres,London,2012,None,Tyson Gay,USA,USA,
M,100 metres,London,2012,None,Ángel David Rodríguez,ESP,ESP,
M,100 metres,London,2012,None,Obinna Metu,NGR,NGR,
M,100 metres,London,2012,None,Derrick Atkins,BAH,BAH,
M,100 metres,London,2012,None,Su Wai'bou Sanneh,GAM,GAM,
W,100 metres,London,2012,None,Tahesia Harrigan-Scott,IVB,IVB,
W,100 metres,London,2012,None,Dana Abdul Razak,IRQ,IRQ,
W,100 metres,London,2012,None,Asenate Manoa,TUV,TUV,
W,100 metres,London,2012,None,Lina Grinčikaitė,LTU,LTU,
W,100 metres,London,2012,None,Semoy Hackett,TTO,TTO,
W,100 metres,London,2012,None,Chisato Fukushima,JPN,JPN,
W,100 metres,London,2012,None,Ruddy Zang-Milama,GAB,GAB,
W,100 metres,London,2012,None,Pauline Kwalea,SOL,SOL,
W,100 metres,London,2012,None,Feta Ahamada,COM,COM,
W,100 metres,London,2012,None,Yomara Hinestroza,COL,COL,
W,100 metres,London,2012,None,Nataliya Pohrebniak,UKR,UKR,
W,100 metres,London,2012,None,Kerron Stewart,JAM,JAM,
W,100 metres,London,2012,None,Ezinne Okparaebo,NOR,NOR,
M,100 metres,London,2012,None,Amru Seoud,EGY,EGY,
M,100 metres,London,2012,None,Rondel Sorrillo,TTO,TTO,
W,100 metres,London,2012,None,Blessing Okagbare,NGR,NGR,
W,100 metres,London,2012,None,Sheniqua Ferguson,BAH,BAH,
W,100 metres,London,2012,None,Marta Jeschke,POL,POL,
W,100 metres,London,2012,None,Rosângela Santos,BRA,BRA,
W,100 metres,London,2012,None,Verena Sailer,GER,GER,
W,100 metres,London,2012,None,Myriam Soumaré,FRA,FRA,
M,100 metres,London,2012,None,Keston Bledman,TTO,TTO,
W,100 metres,London,2012,None,Janice Alatoa,VAN,VAN,
M,100 metres,London,2012,None,Patrick Tuara,COK,COK,
W,100 metres,London,2012,None,Lorène Bazolo,CGO,CGO,
M,100 metres,London,2012,None,Devilert Arsene Kimbembe,CGO,CGO,
M,100 metres,London,2012,None,Elama Fa'atonu,ASA,ASA,
W,100 metres,London,2012,None,Bamab Napo,TOG,TOG,
M,100 metres,London,2012,None,Mohan Khan,BAN,BAN,
W,100 metres,London,2012,None,Fong Yee Pui,HKG,HKG,
M,100 metres,London,2012,None,Adam Gemili,GBR,GBR,
W,100 metres,London,2012,None,Maýsa Rejepowa,TKM,TKM,
M,100 metres,London,2012,None,Paul Williams,GRN,GRN,
M,100 metres,London,2012,None,Arturo Rojas,BOL,BOL,
W,100 metres,London,2012,None,Hala Gezah,LBA,LBA,
W,100 metres,London,2012,None,Maria Belimpasaki,GRE,GRE,
W,100 metres,London,2012,None,Cristina Llovera,AND,AND,
W,100 metres,London,2012,None,Chauzje Choosha,ZAM,ZAM,
W,100 metres,London,2012,None,Aissata Touré,GUI,GUI,
M,100 metres,London,2012,None,Nooa Takooa,KIR,KIR,
W,100 metres,London,2012,None,Kaingaue David,KIR,KIR,
W,100 metres,London,2012,None,Allison Peter,ISV,ISV,
W,100 metres,London,2012,None,Fatima Suleiman Dahman,YEM,YEM,
M,100 metres,London,2012,None,Masashi Eriguchi,JPN,JPN,
M,100 metres,London,2012,None,Ryota Yamagata,JPN,JPN,
M,100 metres,London,2012,None,Kilakone Siphonexay,LAO,LAO,
M,100 metres,London,2012,None,Christopher da Costa,STP,STP,
W,100 metres,London,2012,None,Saruba Colley,GAM,GAM,
W,100 metres,London,2012,None,Laenly Phoutthavong,LAO,LAO,
W,100 metres,London,2012,None,Rubie Joy Gabriel,PLW,PLW,
M,100 metres,London,2012,None,Rodman Teltull,PLW,PLW,
M,100 metres,London,2012,None,Fabrice Coiffic,MRI,MRI,
M,100 metres,London,2012,None,Ben Youssef Meïté,CIV,CIV,
W,100 metres,London,2012,None,Murielle Ahouré,CIV,CIV,
M,100 metres,London,2012,None,Rachid Chouhal,MLT,MLT,
W,100 metres,London,2012,None,Yuliya Balykina,BLR,BLR,
M,100 metres,London,2012,None,Ramon Gittens,BAR,BAR,
W,100 metres,London,2012,None,Afa Ismail,MDV,MDV,
M,100 metres,London,2012,None,Azneem Ahmed,MDV,MDV,
M,100 metres,London,2012,None,Gary Yeo,SGP,SGP,
W,100 metres,London,2012,None,Andreea Ogrăzeanu,ROU,ROU,
W,100 metres,London,2012,None,Martina Pretelli,SMR,SMR,
M,100 metres,London,2012,None,Gérard Kobéané,BUR,BUR,
M,100 metres,London,2012,None,Courtney Williams,VIN,VIN,
W,100 metres,London,2012,None,Diane Borg,MLT,MLT,
M,100 metres,London,2012,None,Jason Rogers,SKN,SKN,
M,100 metres,London,2012,None,Antoine Adams,SKN,SKN,
M,100 metres,London,2012,None,Jeremy Bascom,GUY,GUY,
M,100 metres,London,2012,None,Idrissa Adam,CMR,CMR,
W,100 metres,London,2012,None,Tahmina Kohistani,AFG,AFG,
W,100 metres,London,2012,None,Gloria Asumnu,NGR,NGR,
M,100 metres,London,2012,None,Ogho-Oghene Egwero,NGR,NGR,
M,100 metres,London,2012,None,Peter Emelieze,NGR,NGR,
M,100 metres,London,2012,None,Tilak Ram Tharu,NEP,NEP,
M,100 metres,London,2012,None,Justyn Warner,CAN,CAN,
W,100 metres,London,2012,None,Pramila Rijal,NEP,NEP,
W,100 metres,London,2012,None,Pat Taea,COK,COK,
M,100 metres,London,2012,None,Rytis Sakalauskas,LTU,LTU,
M,100 metres,London,2012,None,Su Bingtian,CHN,CHN,
W,100 metres,London,2012,None,Wei Yongli,CHN,CHN,
M,100 metres,London,2012,None,Gerald Phiri,ZAM,ZAM,
M,100 metres,London,2012,None,Reza Ghasemi,IRI,IRI,
M,100 metres,London,2012,None,Timi Garstang,MHL,MHL,
M,100 metres,London,2012,None,Liaqat Ali,PAK,PAK,
M,100 metres,London,2012,None,Marek Niit,EST,EST,
M,100 metres,London,2012,None,Nilson André,BRA,BRA,
W,100 metres,London,2012,None,Kaina Martínez,BIZ,BIZ,
W,100 metres,London,2012,None,Mihter Wendolin,FSM,FSM,
W,100 metres,London,2012,None,Melissa Breen,AUS,AUS,
M,100 metres,London,2012,None,James Dasaolu,GBR,GBR,
W,100 metres,London,2012,None,Lidiane Lopes,CPV,CPV,
W,100 metres,London,2012,None,Toea Wisil,PNG,PNG,
W,100 metres,London,2012,None,Olesia Povkh,UKR,UKR,
M,100 metres,London,2012,None,Kemar Hyman,CAY,CAY,
M,100 metres,London,2012,None,Chris Meke Walasi,SOL,SOL,
M,100 metres,London,2012,None,Fernando Lumain,INA,INA,
M,100 metres,London,2012,None,Tavevele Noa,TUV,TUV,
M,100 metres,London,2012,None,Miguel López,PUR,PUR,
W,100 metres,London,2012,None,Noor Al-Malki,QAT,QAT,
W,100 metres,London,2012,None,Nafissa Souleymane,NIG,NIG,
M,100 metres,London,2012,None,Isidro Montoya,COL,COL,
W,100 metres,London,2012,None,Shinoona Al-Habsi,OMA,OMA,
M,100 metres,London,2012,None,Barakat Al-Harthi,OMA,OMA,
W,100 metres,London,2012,None,Kateřina Čechová,CZE,CZE,
M,100 metres,London,2012,None,Warren Fraser,BAH,BAH,
M,100 metres,London,2012,None,Joseph Andy Lui,TGA,TGA,
W,100 metres,London,2012,None,Nimet Karakuş,TUR,TUR,
W,100 metres,London,2012,None,Rima Taha,JOR,JOR,
W,100 metres,London,2012,None,Phobay Kutu-Akoi,LBR,LBR,
W,100 metres,London,2012,None,Tatjana Pinto,GER,GER,
M,100 metres,London,2012,None,Jimmy Vicaut,FRA,FRA,
W,100 metres,London,2012,None,Michelle-Lee Ahye,TTO,TTO,
W,100 metres,London,2012,None,Kerri-Ann Mitchell,CAN,CAN,
M,100 metres,London,2012,None,Ryan Bailey,USA,USA,
W,100 metres,London,2012,None,Olga Bludova,KAZ,KAZ,
W,100 metres,London,2012,None,Tianna Madison,USA,USA,
W,100 metres,London,2012,None,Anyika Onuora,GBR,GBR,
M,100 metres,London,2012,None,J'maal Alexander,IVB,IVB,
W,100 metres,London,2012,None,Olga Belkina,RUS,RUS,
W,100 metres Hurdles,London,2012,G,Sally PEARSON,AUS,AUS,12.35
W,100 metres Hurdles,London,2012,S,Dawn HARPER,USA,USA,12.37
W,100 metres Hurdles,London,2012,B,Kellie WELLS,USA,USA,12.48
W,100 metres Hurdles,London,2012,None,Brigitte Foster-Hylton,JAM,JAM,
W,100 metres Hurdles,London,2012,None,Derval O'Rourke,IRL,IRL,
W,100 metres Hurdles,London,2012,None,Reïna-Flor Okori,FRA,FRA,
W,100 metres Hurdles,London,2012,None,Lucie Škrobákova,CZE,CZE,
W,100 metres Hurdles,London,2012,None,Jessica Zelinka,CAN,CAN,
W,100 metres Hurdles,London,2012,None,Nevin Yanıt,TUR,TUR,
W,100 metres Hurdles,London,2012,None,Katsiaryna Paplauskaya,BLR,BLR,
W,100 metres Hurdles,London,2012,None,Carolin Nytra,GER,GER,
W,100 metres Hurdles,London,2012,None,Yuliya Kondakova,RUS,RUS,
W,100 metres Hurdles,London,2012,None,Lolo Jones,USA,USA,
W,100 metres Hurdles,London,2012,None,Tatyana Dektyareva,RUS,RUS,
W,100 metres Hurdles,London,2012,None,Nataliya Ivoninskaya,KAZ,KAZ,
W,100 metres Hurdles,London,2012,None,Jeimmy Bernárdez,HON,HON,
W,100 metres Hurdles,London,2012,None,Anastasiya Pilipenko,KAZ,KAZ,
W,100 metres Hurdles,London,2012,None,Silvia Panguana,MOZ,MOZ,
W,100 metres Hurdles,London,2012,None,Ivanique Kemp,BAH,BAH,
W,100 metres Hurdles,London,2012,None,Noemi Zbären,SUI,SUI,
W,100 metres Hurdles,London,2012,None,Yekaterina Galitskaya,RUS,RUS,
W,100 metres Hurdles,London,2012,None,Ayako Kimura,JPN,JPN,
W,100 metres Hurdles,London,2012,None,Alina Talay,BLR,BLR,
W,100 metres Hurdles,London,2012,None,Lecabela Quaresma,STP,STP,
W,100 metres Hurdles,London,2012,None,Marthe Koala,BUR,BUR,
W,100 metres Hurdles,London,2012,None,Dipna Lim Prasad,SGP,SGP,
W,100 metres Hurdles,London,2012,None,Seun Adigun,NGR,NGR,
W,100 metres Hurdles,London,2012,None,Sonata Tamošaitytė,LTU,LTU,
W,100 metres Hurdles,London,2012,None,Sun Yawei,CHN,CHN,
W,100 metres Hurdles,London,2012,None,Phylicia George,CAN,CAN,
W,100 metres Hurdles,London,2012,None,Bibiana Olama,GEQ,GEQ,
W,100 metres Hurdles,London,2012,None,Rahamatou Dramé,MLI,MLI,
W,100 metres Hurdles,London,2012,None,Brigith Merlano,COL,COL,
W,100 metres Hurdles,London,2012,None,Lina Flórez,COL,COL,
W,100 metres Hurdles,London,2012,None,Nikkita Holder,CAN,CAN,
W,100 metres Hurdles,London,2012,None,Jessica Ennis,GBR,GBR,
W,100 metres Hurdles,London,2012,None,Marzia Caravelli,ITA,ITA,
W,100 metres Hurdles,London,2012,None,Jeong Hye-Rim,KOR,KOR,
W,100 metres Hurdles,London,2012,None,Odile Ahouanwanou,BEN,BEN,
W,100 metres Hurdles,London,2012,None,Rosvitha Okou,CIV,CIV,
W,100 metres Hurdles,London,2012,None,Eline Berings,BEL,BEL,
W,100 metres Hurdles,London,2012,None,Marina Tomić,SLO,SLO,
W,100 metres Hurdles,London,2012,None,Cindy Roleder,GER,GER,
W,100 metres Hurdles,London,2012,None,Beate Schrott,AUT,AUT,
W,100 metres Hurdles,London,2012,None,LaVonne Idlette,DOM,DOM,
W,100 metres Hurdles,London,2012,None,Anne Zagré,BEL,BEL,
W,100 metres Hurdles,London,2012,None,Anastasiya Soprunova,KAZ,KAZ,
W,100 metres Hurdles,London,2012,None,Tiffany Porter,GBR,GBR,
W,100 metres Hurdles,London,2012,None,Shermaine Williams,JAM,JAM,
M,10000 metres,London,2012,G,Mohamed FARAH,GBR,GBR,27:30.42
W,10000 metres,London,2012,G,Tirunesh DIBABA,ETH,ETH,30:20.75
M,10000 metres,London,2012,S,Galen RUPP,USA,USA,27:30.90
W,10000 metres,London,2012,S,Sally Jepkosgei KIPYEGO,KEN,KEN,30:26.37
M,10000 metres,London,2012,B,Tariku BEKELE,ETH,ETH,27:31.43
W,10000 metres,London,2012,B,Vivian Jepkemoi CHERUIYOT,KEN,KEN,30:30.44
W,10000 metres,London,2012,None,Werknesh Kidane,ETH,ETH,
W,10000 metres,London,2012,None,Jo Pavey,GBR,GBR,
W,10000 metres,London,2012,None,Nadia Ejjafini,ITA,ITA,
M,10000 metres,London,2012,None,Kenenisa Bekele,ETH,ETH,
M,10000 metres,London,2012,None,Zersenay Tadese,ERI,ERI,
M,10000 metres,London,2012,None,Dathan Ritzenhein,USA,USA,
M,10000 metres,London,2012,None,Gebre Egziabher Gebremariam,ETH,ETH,
M,10000 metres,London,2012,None,Byron Piedra,ECU,ECU,
W,10000 metres,London,2012,None,Sabrina Mockenhaupt,GER,GER,
W,10000 metres,London,2012,None,Kayoko Fukushi,JPN,JPN,
W,10000 metres,London,2012,None,Fionnuala Britton,IRL,IRL,
W,10000 metres,London,2012,None,Sara Moreira,POR,POR,
M,10000 metres,London,2012,None,Moses Masai,KEN,KEN,
M,10000 metres,London,2012,None,Hasan Mahboob,BRN,BRN,
M,10000 metres,London,2012,None,Ayad Lamdassem,ESP,ESP,
M,10000 metres,London,2012,None,Teklemariam Medhin,ERI,ERI,
M,10000 metres,London,2012,None,Matt Tegenkamp,USA,USA,
M,10000 metres,London,2012,None,Moses Kipsiro,UGA,UGA,
M,10000 metres,London,2012,None,Moukheld Al-Outaibi,KSA,KSA,
M,10000 metres,London,2012,None,Diego Estrada,MEX,MEX,
M,10000 metres,London,2012,None,Moh Ahmed,CAN,CAN,
M,10000 metres,London,2012,None,Cam Levins,CAN,CAN,
W,10000 metres,London,2012,None,Yelizaveta Grechishnikova,RUS,RUS,
M,10000 metres,London,2012,None,Yuki Sato,JPN,JPN,
W,10000 metres,London,2012,None,Mika Yoshikawa,JPN,JPN,
W,10000 metres,London,2012,None,Hitomi Niiya,JPN,JPN,
M,10000 metres,London,2012,None,Nguse Tesfaldet,ERI,ERI,
M,10000 metres,London,2012,None,Ben St. Lawrence,AUS,AUS,
W,10000 metres,London,2012,None,Eloise Wellings,AUS,AUS,
W,10000 metres,London,2012,None,Belaynesh Oljira,ETH,ETH,
M,10000 metres,London,2012,None,Robert Kajuga,RWA,RWA,
W,10000 metres,London,2012,None,Julia Bleasdale,GBR,GBR,
M,10000 metres,London,2012,None,Chris Thompson,GBR,GBR,
W,10000 metres,London,2012,None,Joyce Chepkirui,KEN,KEN,
M,10000 metres,London,2012,None,Daniele Meucci,ITA,ITA,
W,10000 metres,London,2012,None,Shitaye Eshete,BRN,BRN,
M,10000 metres,London,2012,None,Polat Arıkan,TUR,TUR,
M,10000 metres,London,2012,None,Wilson Kiprop,KEN,KEN,
M,10000 metres,London,2012,None,Thomas Ayeko,UGA,UGA,
W,10000 metres,London,2012,None,Amy Hastings,USA,USA,
W,10000 metres,London,2012,None,Lisa Uhl,USA,USA,
M,10000 metres,London,2012,None,Mykola Labovskyi,UKR,UKR,
M,10000 metres,London,2012,None,Bedan Karoki Muchiri,KEN,KEN,
W,10000 metres,London,2012,None,Janet Cherobon-Bawcom,USA,USA,
W,10000 metres,London,2012,None,Olha Skrypak,UKR,UKR,
M,110 metres Hurdles,London,2012,G,Aries MERRITT,USA,USA,12.92
M,110 metres Hurdles,London,2012,S,Jason RICHARDSON,USA,USA,13.04
M,110 metres Hurdles,London,2012,B,Hansle PARCHMENT,JAM,JAM,13.12
M,110 metres Hurdles,London,2012,None,Ladji Doucouré,FRA,FRA,
M,110 metres Hurdles,London,2012,None,Liu Xiang,CHN,CHN,
M,110 metres Hurdles,London,2012,None,Paulo Villar,COL,COL,
M,110 metres Hurdles,London,2012,None,Gregory Sedoc,NED,NED,
M,110 metres Hurdles,London,2012,None,Shi Dongpeng,CHN,CHN,
M,110 metres Hurdles,London,2012,None,David Ilariani,GEO,GEO,
M,110 metres Hurdles,London,2012,None,Andy Turner,GBR,GBR,
M,110 metres Hurdles,London,2012,None,Richard Phillips,JAM,JAM,
M,110 metres Hurdles,London,2012,None,Jackson Quiñónez,ESP,ESP,
M,110 metres Hurdles,London,2012,None,Dayron Robles,CUB,CUB,
M,110 metres Hurdles,London,2012,None,Shamar Sands,BAH,BAH,
M,110 metres Hurdles,London,2012,None,Mikel Thomas,TTO,TTO,
M,110 metres Hurdles,London,2012,None,Ryan Brathwaite,BAR,BAR,
M,110 metres Hurdles,London,2012,None,Ronald Forbes,CAY,CAY,
M,110 metres Hurdles,London,2012,None,Héctor Cotto,PUR,PUR,
M,110 metres Hurdles,London,2012,None,Selim Nurudeen,NGR,NGR,
M,110 metres Hurdles,London,2012,None,Maksim Lynsha,BLR,BLR,
M,110 metres Hurdles,London,2012,None,Artur Noga,POL,POL,
M,110 metres Hurdles,London,2012,None,Dániel Kiss,HUN,HUN,
M,110 metres Hurdles,London,2012,None,Kostas Douvalidis,GRE,GRE,
M,110 metres Hurdles,London,2012,None,Fawaz Al-Shammari,KUW,KUW,
M,110 metres Hurdles,London,2012,None,Konstantin Shabanov,RUS,RUS,
M,110 metres Hurdles,London,2012,None,Aleksey Dryomin,RUS,RUS,
M,110 metres Hurdles,London,2012,None,Sergey Shubenkov,RUS,RUS,
M,110 metres Hurdles,London,2012,None,Andrew Riley,JAM,JAM,
M,110 metres Hurdles,London,2012,None,Ahmad Hazer,LBN,LBN,
M,110 metres Hurdles,London,2012,None,Shane Brathwaite,BAR,BAR,
M,110 metres Hurdles,London,2012,None,Jeffrey Julmis,HAI,HAI,
M,110 metres Hurdles,London,2012,None,Xie Wenjun,CHN,CHN,
M,110 metres Hurdles,London,2012,None,Rouhollah Askari,IRI,IRI,
M,110 metres Hurdles,London,2012,None,Ronald Bennett,HON,HON,
M,110 metres Hurdles,London,2012,None,Greggmar Swift,BAR,BAR,
M,110 metres Hurdles,London,2012,None,Lehann Fourie,RSA,RSA,
M,110 metres Hurdles,London,2012,None,Andy Pozzi,GBR,GBR,
M,110 metres Hurdles,London,2012,None,Emanuele Abate,ITA,ITA,
M,110 metres Hurdles,London,2012,None,Orlando Ortega,CUB,CUB,
M,110 metres Hurdles,London,2012,None,Moussa Dembélé,SEN,SEN,
M,110 metres Hurdles,London,2012,None,Enrique Llanos,PUR,PUR,
M,110 metres Hurdles,London,2012,None,Erik Balnuweit,GER,GER,
M,110 metres Hurdles,London,2012,None,Matthias Bühler,GER,GER,
M,110 metres Hurdles,London,2012,None,Alexander John,GER,GER,
M,110 metres Hurdles,London,2012,None,Dimitri Bascou,FRA,FRA,
M,110 metres Hurdles,London,2012,None,Garfield Darien,FRA,FRA,
M,110 metres Hurdles,London,2012,None,Wayne Davis,TTO,TTO,
M,110 metres Hurdles,London,2012,None,João Almeida,POR,POR,
M,110 metres Hurdles,London,2012,None,Balázs Baji,HUN,HUN,
M,110 metres Hurdles,London,2012,None,Ali Kamé,MAD,MAD,
M,110 metres Hurdles,London,2012,None,Adrien Deghelt,BEL,BEL,
M,110 metres Hurdles,London,2012,None,Jeff Porter,USA,USA,
M,110 metres Hurdles,London,2012,None,Lawrence Clarke,GBR,GBR,
M,1500 metres,London,2012,G,Taoufik MAKHLOUFI,ALG,ALG,3:34.08
M,1500 metres,London,2012,S,Leonel MANZANO,USA,USA,3:34.79
W,1500 metres,London,2012,S,Gamze BULUT,TUR,TUR,4:10.40
M,1500 metres,London,2012,B,Abdalaati IGUIDER,MAR,MAR,3:35.13
W,1500 metres,London,2012,B,Maryam Yusuf JAMAL,BRN,BRN,4:10.74
W,1500 metres,London,2012,None,Nuría Fernández,ESP,ESP,
W,1500 metres,London,2012,None,Natalia Rodríguez,ESP,ESP,
W,1500 metres,London,2012,None,Lucia Klocová,SVK,SVK,
M,1500 metres,London,2012,None,Nick Willis,NZL,NZL,
M,1500 metres,London,2012,None,Amine Laâlou,MAR,MAR,
W,1500 metres,London,2012,None,Yekaterina Kostetskaya,RUS,RUS,
W,1500 metres,London,2012,None,Jenny Simpson,USA,USA,
W,1500 metres,London,2012,None,Aslı Çakır,TUR,TUR,
M,1500 metres,London,2012,None,Asbel Kiprop,KEN,KEN,
M,1500 metres,London,2012,None,Nate Brannen,CAN,CAN,
M,1500 metres,London,2012,None,Mohammed Shaween,KSA,KSA,
M,1500 metres,London,2012,None,Andy Baddeley,GBR,GBR,
M,1500 metres,London,2012,None,Belal Mansoor Ali,BRN,BRN,
M,1500 metres,London,2012,None,Mohamed Moustaoui,MAR,MAR,
M,1500 metres,London,2012,None,Carsten Schlangen,GER,GER,
W,1500 metres,London,2012,None,Siham Hilali,MAR,MAR,
W,1500 metres,London,2012,None,Hanna Mishchenko,UKR,UKR,
W,1500 metres,London,2012,None,Btissam Lakhouad,MAR,MAR,
W,1500 metres,London,2012,None,Lisa Dobriskey,GBR,GBR,
W,1500 metres,London,2012,None,Shannon Rowbury,USA,USA,
W,1500 metres,London,2012,None,Sonja Roman,SLO,SLO,
W,1500 metres,London,2012,None,Meskerem Assefa,ETH,ETH,
M,1500 metres,London,2012,None,Eduard Villanueva,VEN,VEN,
M,1500 metres,London,2012,None,Andrew Wheating,USA,USA,
M,1500 metres,London,2012,None,Ciaran Ó'Lionáird,IRL,IRL,
M,1500 metres,London,2012,None,Mohamed Mohamed,SOM,SOM,
W,1500 metres,London,2012,None,Gamze Bulut,TUR,TUR,
M,1500 metres,London,2012,None,Ross Murray,GBR,GBR,
M,1500 metres,London,2012,None,Niclas Sandells,FIN,FIN,
W,1500 metres,London,2012,None,Chancel Ilunga Sankuru,COD,COD,
M,1500 metres,London,2012,None,Mamadou Barry,GUI,GUI,
W,1500 metres,London,2012,None,Yekaterina Martynova,RUS,RUS,
M,1500 metres,London,2012,None,Yegor Nikolayev,RUS,RUS,
M,1500 metres,London,2012,None,Nabil Al-Garbi,YEM,YEM,
W,1500 metres,London,2012,None,Eunice Sum,KEN,KEN,
W,1500 metres,London,2012,None,Natallia Kareyva,BLR,BLR,
W,1500 metres,London,2012,None,Janet Achola,UGA,UGA,
M,1500 metres,London,2012,None,Henrik Ingebrigtsen,NOR,NOR,
M,1500 metres,London,2012,None,Silas Kiplagat,KEN,KEN,
M,1500 metres,London,2012,None,Nixon Chepseba,KEN,KEN,
M,1500 metres,London,2012,None,Teklit Teweldebrhan,ERI,ERI,
W,1500 metres,London,2012,None,Renata Pliś,POL,POL,
W,1500 metres,London,2012,None,Marina Munćan,SRB,SRB,
W,1500 metres,London,2012,None,Anzhelika Shevchenko,UKR,UKR,
W,1500 metres,London,2012,None,Nicole Sifuentes,CAN,CAN,
W,1500 metres,London,2012,None,Hilary Stellingwerff,CAN,CAN,
M,1500 metres,London,2012,None,Dmitrijs Jurkevičs,LAT,LAT,
W,1500 metres,London,2012,None,Zoe Buckman,AUS,AUS,
M,1500 metres,London,2012,None,Ryan Gregson,AUS,AUS,
W,1500 metres,London,2012,None,Kaila McKnight,AUS,AUS,
W,1500 metres,London,2012,None,Genzebe Dibaba,ETH,ETH,
W,1500 metres,London,2012,None,Hellen Obiri,KEN,KEN,
W,1500 metres,London,2012,None,Hannah England,GBR,GBR,
W,1500 metres,London,2012,None,Laura Weightman,GBR,GBR,
M,1500 metres,London,2012,None,Mekonnen Gebremedhin,ETH,ETH,
M,1500 metres,London,2012,None,Dawit Wolde,ETH,ETH,
M,1500 metres,London,2012,None,Emad Noor,KSA,KSA,
M,1500 metres,London,2012,None,Sam Vázquez,PUR,PUR,
W,1500 metres,London,2012,None,Gladys Landaverde,ESA,ESA,
M,1500 metres,London,2012,None,Hamza Driouch,QAT,QAT,
M,1500 metres,London,2012,None,Mohamad Al-Garni,QAT,QAT,
W,1500 metres,London,2012,None,Mimi Belete,BRN,BRN,
M,1500 metres,London,2012,None,Rabiou Guero Gao,NIG,NIG,
W,1500 metres,London,2012,None,Genzeb Shumi,BRN,BRN,
W,1500 metres,London,2012,None,Tereza Čapková,CZE,CZE,
M,1500 metres,London,2012,None,İlham Özbilen,TUR,TUR,
W,1500 metres,London,2012,None,Tuğba Karakaya,TUR,TUR,
W,1500 metres,London,2012,None,Corinna Harrer,GER,GER,
W,1500 metres,London,2012,None,Betlhem Desalegn Belayneh,UAE,UAE,
M,1500 metres,London,2012,None,Andreas Vojta,AUT,AUT,
M,1500 metres,London,2012,None,Florian Carvalho,FRA,FRA,
M,1500 metres,London,2012,None,Yoann Kowal,FRA,FRA,
M,1500 metres,London,2012,None,Jamale Aarrass,FRA,FRA,
M,1500 metres,London,2012,None,David Bustos,ESP,ESP,
W,1500 metres,London,2012,None,Isabel Macías,ESP,ESP,
M,1500 metres,London,2012,None,Álvaro Rodríguez,ESP,ESP,
M,1500 metres,London,2012,None,Diego Ruiz,ESP,ESP,
W,1500 metres,London,2012,None,Lucy Van Dalen,NZL,NZL,
W,1500 metres,London,2012,None,Eliane Saholinirina,MAD,MAD,
M,1500 metres,London,2012,None,Matthew Centrowitz\, Jr.,USA,USA,
W,1500 metres,London,2012,None,Morgan Uceny,USA,USA,
W,1500 metres,London,2012,None,Faith Kipyegon,KEN,KEN,
M,1500 metres,London,2012,None,Aman Wote,ETH,ETH,
M,200 metres,London,2012,G,Usain BOLT,JAM,JAM,19.32
W,200 metres,London,2012,G,Allyson FELIX,USA,USA,21.88
M,200 metres,London,2012,S,Yohan BLAKE,JAM,JAM,19.44
W,200 metres,London,2012,S,Shelly-Ann FRASER-PRYCE,JAM,JAM,22.09
M,200 metres,London,2012,B,Warren WEIR,JAM,JAM,19.84
W,200 metres,London,2012,B,Carmelita JETER,USA,USA,22.14
W,200 metres,London,2012,None,Debbie Ferguson-McKenzie,BAH,BAH,
W,200 metres,London,2012,None,Cydonie Mothersill,CAY,CAY,
W,200 metres,London,2012,None,Vida Anim,GHA,GHA,
W,200 metres,London,2012,None,Norma González,COL,COL,
M,200 metres,London,2012,None,Christian Malcolm,GBR,GBR,
W,200 metres,London,2012,None,Veronica Campbell-Brown,JAM,JAM,
W,200 metres,London,2012,None,Sherone Simpson,JAM,JAM,
W,200 metres,London,2012,None,LaVerne Jones,ISV,ISV,
W,200 metres,London,2012,None,Ivet Lalova,BUL,BUL,
W,200 metres,London,2012,None,Abi Oyepitan,GBR,GBR,
W,200 metres,London,2012,None,Sanya Richards-Ross,USA,USA,
W,200 metres,London,2012,None,Gretta Taslakian,LBN,LBN,
W,200 metres,London,2012,None,Nataliya Rusakova,RUS,RUS,
M,200 metres,London,2012,None,Jaysuma Saidy Ndure,NOR,NOR,
